area,content,TAB,TXT,IMG,HDR,TABs,TXTs,IMGs,HDRs,TAB_N,TXT_N,IMG_N,HDR_N,H_line,V_line,Form,Manuscript,Gallery,Front,long_l,short_l,Category_ID,Category,FILE,PAGE,TRUE
9977613,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5104,1523,5,Gallery,CTX193100253,24,TEXT_T
9997317,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,7147,1976,5,Gallery,CTX193100253,25,TEXT_T
9997317,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6028,2714,5,Gallery,CTX193100253,29,TEXT_T
8795373,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,957,360,2,Form-figure,CTX193100268,1,TEXT_HW
9626650,0.72,0,0.03,0.97,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,5282,4321,5,Gallery,CTX193100391,7,TEXT_T
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,3781,5859,5,Gallery,CTX193100391,10,PHOTO
8785521,0.22,0,0.07,0.93,0,False,True,True,False,0,2,2,0,True,False,False,False,False,False,1507,4575,5,Gallery,CTX193100926,1,TEXT
2321800,0.41,0,0.97,0,0.03,False,True,False,True,0,29,0,1,True,True,False,False,False,False,627,833,4,Text-body,CTX193100974,5,TEXT_T
9282716,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,1158,243,5,Gallery,CTX193100994,1,TEXT_HW
10279390,0.28,0,1,0,0,False,True,False,False,0,24,0,0,True,False,False,False,False,False,1592,481,4,Text-body,CTX193101068,7,TEXT_T
10289510,0.78,0,0.11,0.89,0,False,True,True,False,0,8,2,0,True,True,False,False,True,False,3551,956,5,Gallery,CTX193101068,10,TEXT_T
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,3220,7464,5,Gallery,CTX193101068,22,PHOTO
8867650,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,447,285,3,Table,CTX193101068,25,DRAW
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2825,8788,5,Gallery,CTX193101068,36,PHOTO
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5222,2394,5,Gallery,CTX193101068,37,PHOTO
8694390,0.85,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,199,14390,5,Gallery,CTX193101180,1,TEXT_HW
8954282,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,2149,688,5,Gallery,CTX193101252,1,TEXT_HW
9997317,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1744,522,5,Gallery,CTX193101925,1,TEXT_HW
8856064,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,900,12303,5,Gallery,CTX193102224,1,TEXT_HW
10303327,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1306,4962,5,Gallery,CTX193102237,7,LINE_T
8933914,0.11,0,1,0,0,False,True,False,False,0,1,0,0,False,True,False,False,False,False,3561,3193,5,Gallery,CTX193102280,1,TEXT
8658946,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,445,366,5,Gallery,CTX193200259,1,DRAW
9104496,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,1567,837,5,Gallery,CTX193200432,1,TEXT_HW
8632815,0.02,0,1,0,0,False,True,False,False,0,3,0,0,True,True,False,False,False,False,994,10276,6,Figure-text,CTX193200578,11,DRAW
10397864,0.29,0,0.59,0.41,0,False,True,True,False,0,1,1,0,False,False,False,False,False,False,1790,770,6,Figure-text,CTX193200579,1,DRAW
10289510,0.38,0,1,0,0,False,True,False,False,0,29,0,0,True,False,False,False,False,False,1388,490,4,Text-body,CTX193200994,4,TEXT_T
10344398,0.81,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,3184,17842,5,Gallery,CTX193200994,24,DRAW
10301116,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,754,17942,5,Gallery,CTX193200994,26,DRAW
8933914,0.49,0,0,1,0,False,False,True,False,0,0,2,0,True,False,False,False,False,False,841,2810,5,Gallery,CTX193200994,30,PHOTO
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1088,2432,5,Gallery,CTX193200994,33,PHOTO
10049557,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,731,16064,5,Gallery,CTX193201713,1,TEXT
10026873,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,780,13338,5,Gallery,CTX193201718,1,TEXT
10059441,0.09,0,1,0,0,False,True,False,False,0,3,0,0,True,True,False,False,False,False,3334,12294,5,Gallery,CTX193201722,1,TEXT
10344398,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,969,15291,5,Gallery,CTX193201737,1,DRAW
10418232,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,622,14796,5,Gallery,CTX193201738,1,TEXT
8509665,0.02,0,0,0,1,False,False,False,True,0,0,0,2,True,True,False,False,False,False,567,12801,5,Gallery,CTX193201748,1,TEXT
8519517,0.74,0,0.04,0.95,0.02,False,True,True,True,0,2,2,1,False,False,False,False,True,False,1351,393,5,Gallery,CTX193201748,2,TEXT
8529369,0.75,0,0.05,0.93,0.02,False,True,True,True,0,3,2,1,True,False,False,False,True,False,1130,395,5,Gallery,CTX193201748,7,TEXT
1492665,0.75,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,374,320,5,Gallery,CTX193201748,16,TEXT_HW
2090400,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,110,3546,5,Gallery,CTX193201748,35,PHOTO
2083432,1.05,0,0.02,0.98,0,False,True,True,False,0,1,3,0,True,True,False,False,True,False,1007,2124,5,Gallery,CTX193201748,49,PHOTO
2091960,0.7,0,0,1,0,False,False,True,False,0,0,2,0,True,True,False,False,True,False,686,1940,5,Gallery,CTX193201748,65,PHOTO
3919500,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1464,1263,5,Gallery,CTX193201748,66,TEXT_HW
3457040,0.78,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,1987,1229,5,Gallery,CTX193201748,78,TEXT_HW
2128880,0.01,0,1,0,0,False,True,False,False,0,2,0,0,True,True,False,False,False,False,663,2335,6,Figure-text,CTX193201748,87,PHOTO
2057425,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,191,2578,2,Form-figure,CTX193201748,97,PHOTO
9012320,0.65,0,0.01,0.99,0,False,True,True,False,0,1,1,0,True,True,False,False,True,False,4551,4671,5,Gallery,CTX193201748,102,PHOTO
5209270,0.61,0,0.27,0.73,0,False,True,True,False,0,5,2,0,True,True,False,False,False,False,1340,10552,5,Gallery,CTX193201908,1,TEXT
6368010,0.53,0,0.65,0.26,0.09,False,True,True,True,0,3,1,1,True,True,False,False,False,False,3826,5666,5,Gallery,CTX193202131,1,TEXT
10273797,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,206,17324,5,Gallery,CTX193202278,5,LINE_T
10299360,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,513,17701,5,Gallery,CTX193202278,12,LINE_T
8898240,0.84,0,0.07,0.93,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,3736,1583,5,Gallery,CTX193202677,1,PHOTO_L
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,854,689,2,Form-figure,CTX193202684,1,PHOTO_L
1544550,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,224,2011,2,Form-figure,CTX193202867,1,TEXT
6241242,0.51,0,0.19,0.81,0,False,True,True,False,0,1,2,0,True,False,False,False,False,False,1864,1725,6,Figure-text,CTX193300774,1,TEXT
9955446,0.71,0,0.01,0.99,0,False,True,True,True,0,1,2,1,True,True,False,False,True,False,3120,6240,5,Gallery,CTX193300924,1,TEXT
6347770,0.62,0,0.48,0.45,0.08,False,True,True,True,0,1,1,1,True,True,False,False,False,False,2455,12071,5,Gallery,CTX193301160,1,TEXT
5199150,0.04,0,1,0,0,False,True,False,False,0,1,0,0,True,False,False,False,False,False,1522,2553,6,Figure-text,CTX193302332,1,TEXT
7123270,0.71,0,0.4,0.58,0.02,False,True,True,True,0,6,4,1,False,True,False,False,False,False,3628,2527,6,Figure-text,CTX193400734,1,TEXT
7035545,0.55,0,0.35,0.65,0,False,True,True,False,0,3,3,0,False,True,False,False,False,False,3668,4190,5,Gallery,CTX193400799,1,TEXT
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1502,2684,5,Gallery,CTX193401762,1,TEXT_HW
9028116,0.95,0,0.26,0.74,0,False,True,True,False,0,5,2,0,True,False,False,False,True,False,2465,445,5,Gallery,CTX193401762,12,TEXT_HW
8994150,0.28,0,1,0,0,False,True,False,False,0,22,0,0,True,True,False,False,False,False,5381,2756,4,Text-body,CTX193401762,22,TEXT_T
8951140,0.02,0,1,0,0,False,True,False,False,0,2,0,0,True,True,False,False,False,False,452,17146,6,Figure-text,CTX193401762,28,TEXT_T
8933914,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2056,11739,5,Gallery,CTX193401762,40,PHOTO
9024510,0.2,0,0.87,0.12,0.01,False,True,True,True,0,3,1,1,False,True,False,False,False,False,2137,3868,5,Gallery,CTX193500528,1,TEXT
8951140,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5337,2594,5,Gallery,CTX193600368,1,DRAW
8774521,0.13,0,0.81,0.19,0,False,True,True,False,0,3,1,0,True,False,False,False,False,False,3317,4536,5,Gallery,CTX193601098,1,TEXT
8702320,0.78,0,0.06,0.94,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,5778,1636,5,Gallery,CTX193601120,1,PHOTO_L
2195350,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,564,610,2,Form-figure,CTX193601411,15,TEXT_HW
7691466,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,731,216,5,Gallery,CTX193601411,25,TEXT_HW
7671098,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,981,412,5,Gallery,CTX193601411,29,TEXT_HW
10216140,0.86,0,0.19,0.81,0,False,True,True,False,0,17,2,0,True,False,False,False,True,False,1725,962,5,Gallery,CTX193601411,45,TEXT_T
8930900,0.61,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,True,False,325,136,5,Gallery,CTX193601411,50,DRAW
9024510,0.65,0,0,1,0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,186,1533,5,Gallery,CTX193601411,60,DRAW
8867650,0.59,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,True,False,1242,424,5,Gallery,CTX193601411,62,DRAW
8867650,0.41,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,False,False,208,87,5,Gallery,CTX193601411,63,DRAW
3783542,0.39,0,0.77,0.22,0.01,False,True,True,True,0,3,1,1,True,True,False,False,False,False,2049,6382,5,Gallery,CTX193601417,4,TEXT
8867650,0.56,0,0.53,0.47,0,False,True,True,False,0,6,1,0,True,True,False,False,False,False,2288,10672,5,Gallery,CTX193601431,1,TEXT
5038565,0.33,0,0.86,0,0.14,False,True,False,True,0,6,0,2,True,True,False,False,False,False,948,9771,5,Gallery,CTX193601434,1,TEXT
8826320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,139,21998,5,Gallery,CTX193700019,1,TEXT
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5000,3784,5,Gallery,CTX193700036,1,TEXT
8795373,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,175,16804,5,Gallery,CTX193700038,1,TEXT
4478940,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,99,7778,5,Gallery,CTX193700040,1,TEXT
8823941,0.25,0,0.77,0,0.23,False,True,False,True,0,5,0,2,False,True,False,False,False,False,2498,6908,5,Gallery,CTX193700377,1,TEXT
1771815,0.74,0,0.42,0.55,0.03,False,True,True,True,0,9,1,2,True,True,False,False,False,False,17,3208,6,Figure-text,CTX193700411,1,TEXT
9081582,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,4118,2158,5,Gallery,CTX193700540,1,TEXT
8794289,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1888,6259,5,Gallery,CTX193701393,1,TEXT
9028116,0.64,0,0,1,0,False,False,True,False,0,0,2,0,True,False,False,False,True,False,812,176,5,Gallery,CTX193701479,1,TEXT
8923730,0.11,0,1,0,0,False,True,False,False,0,2,0,0,True,True,False,False,False,False,1191,17000,5,Gallery,CTX193701944A,10,TEXT_HW
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,380,9220,5,Gallery,CTX193701944A,14,DRAW
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,232,10151,5,Gallery,CTX193701944A,15,DRAW
3743773,0.39,0,0,1,0,False,False,True,False,0,0,1,0,True,True,False,False,False,False,1276,5141,5,Gallery,CTX193701944A,18,PHOTO
8804173,0.85,0,0.1,0.9,0,False,True,True,False,0,1,3,0,True,True,False,False,True,False,5569,2290,5,Gallery,CTX193701982,1,TEXT
9104496,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5068,3679,5,Gallery,CTX193701983,1,TEXT
9034630,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1707,14860,5,Gallery,CTX193701996,1,TEXT
9040846,0.27,0,0.56,0.44,0,False,True,True,False,0,4,2,0,False,True,False,False,False,False,1819,861,6,Figure-text,CTX193702004,1,TEXT
9081582,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2231,15211,5,Gallery,CTX193702006,1,TEXT
9061214,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1127,16324,5,Gallery,CTX193702009,1,TEXT
9061214,0.37,0,0.46,0.54,0,False,True,True,True,0,2,1,1,False,True,False,False,False,False,5295,2195,5,Gallery,CTX193702010,1,TEXT
4502500,0.21,0,0.49,0.51,0,False,True,True,False,0,3,1,0,True,False,False,False,False,False,725,1252,5,Gallery,CTX193702303,1,TEXT
10249030,0.01,0,1,0,0,False,True,False,False,0,2,0,0,False,False,False,False,False,False,201,101,4,Text-body,CTX193702477,20,TEXT_HW
7893088,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,291,20298,5,Gallery,CTX193702477,25,DRAW
10259150,0.66,0,0.04,0.96,0,False,True,True,False,0,4,1,0,False,False,False,False,True,False,1309,241,5,Gallery,CTX193702477,34,TEXT_HW
10312280,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1462,333,5,Gallery,CTX193702477,63,TEXT_HW
10249030,0.78,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,True,False,1576,896,5,Gallery,CTX193702477,76,DRAW
10249030,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,302,205,3,Table,CTX193702477,77,DRAW
10312280,0.52,0,0.05,0.95,0,False,True,True,False,0,4,2,0,False,False,False,False,False,False,710,332,5,Gallery,CTX193702477,79,DRAW
10289510,0,0,1,0,0,False,True,False,False,0,1,0,0,False,False,False,False,False,False,326,272,4,Text-body,CTX193702477,81,TEXT_HW
10322400,0.73,0,0.04,0.96,0,False,True,True,False,0,3,2,0,True,True,False,False,True,False,4131,2684,5,Gallery,CTX193702477,84,DRAW
10299630,0.14,0,0.24,0.76,0,False,True,True,False,0,3,1,0,False,False,False,False,False,False,2316,457,5,Gallery,CTX193702477,96,TEXT_HW
10312280,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,1697,602,5,Gallery,CTX193702477,98,TEXT_HW
10299630,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,1682,1197,5,Gallery,CTX193702477,103,DRAW
8951140,0.7,0,0,1,0,False,False,True,True,0,0,2,1,True,True,False,False,True,False,2334,12567,5,Gallery,CTX193702845,1,TEXT
9028116,0.42,0,0.32,0.68,0,False,True,True,False,0,2,2,0,True,True,False,False,False,False,4523,4308,5,Gallery,CTX193702856,1,TEXT
9258480,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2580,6751,5,Gallery,CTX193801636,13,TEXT_T
9487530,0.5,0,0.04,0.96,0,False,True,True,False,0,3,1,0,True,True,False,False,False,False,3877,4364,5,Gallery,CTX193801636,35,TEXT_T
9525726,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,6031,2384,5,Gallery,CTX193801636,38,TEXT_HW
9525726,0.32,0,1,0,0,False,True,False,False,0,31,0,0,True,True,False,False,False,False,2575,4252,5,Gallery,CTX193801636,51,TEXT_T
9554400,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,3747,4914,5,Gallery,CTX193801636,72,TEXT_T
9450189,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5162,3002,5,Gallery,CTX193801636,74,TEXT_T
9491508,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,2366,5235,5,Gallery,CTX193801636,77,TEXT_T
9513789,0.28,0,1,0,0,False,True,False,False,0,26,0,0,False,True,False,False,False,False,4615,3343,5,Gallery,CTX193801636,82,TEXT_T
9491508,0.31,0,1,0,0,False,True,False,False,0,29,0,0,True,True,False,False,False,False,3412,4228,5,Gallery,CTX193801636,92,TEXT_T
9657210,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,5360,4998,5,Gallery,CTX193801636,94,TEXT_HW
9459625,0.71,0,0.01,0.99,0,False,True,True,False,0,2,2,0,False,True,False,False,True,False,1505,7298,5,Gallery,CTX193801636,115,TEXT_T
9344838,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,633,8882,5,Gallery,CTX193801636,118,TEXT_T
9603013,0.21,0,0.58,0.42,0,False,True,True,False,0,10,1,0,True,True,False,False,False,False,1490,7644,5,Gallery,CTX193801636,145,TEXT_T
9323720,0.68,0,0.88,0.11,0.01,False,True,True,True,0,3,1,1,True,True,False,True,False,False,4000,3426,5,Gallery,CTX193801636,159,TEXT_T
10369821,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,6030,2434,5,Gallery,CTX193801636,160,DRAW
10316184,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,884,724,2,Form-figure,CTX193801636,180,TEXT_HW
20489428,0.73,0,0.04,0.96,0,False,True,True,False,0,2,2,0,True,True,False,False,True,False,2232,26194,5,Gallery,CTX193801636,181,DRAW
10324352,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1763,679,5,Gallery,CTX193801636,188,TEXT_HW
9061214,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,3292,984,5,Gallery,CTX193903306,1,TEXT
9071398,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,2572,869,5,Gallery,CTX193903309,1,TEXT
8964466,0.17,0,0,1,0,False,False,True,False,0,0,1,0,False,False,False,False,False,False,594,368,5,Gallery,CTX193903310,1,TEXT
8632815,0.52,0,0.97,0,0.03,False,True,False,True,0,13,0,1,True,True,False,True,False,False,4756,2663,4,Text-body,CTX193903912,46,TEXT_P
8933914,0.09,0,1,0,0,False,True,False,False,0,5,0,0,True,True,False,False,False,False,907,6426,6,Figure-text,CTX194000370,1,PHOTO_L
8868480,0.58,0,0.22,0.78,0,False,True,True,False,0,4,2,0,True,False,False,False,False,False,1563,1219,6,Figure-text,CTX194002715,1,PHOTO_L
8933914,0.01,0,1,0,0,False,True,False,False,0,4,0,0,False,False,False,False,False,False,559,894,6,Figure-text,CTX194003464,1,PHOTO_L
8702320,0.01,0,0.42,0.58,0,False,True,True,False,0,2,1,0,False,False,False,False,False,False,224,368,5,Gallery,CTX194003490,1,PHOTO_L
8716356,0,0,0,0,0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,185,369,5,Gallery,CTX194003529,1,PHOTO_L
8608964,0,0,1,0,0,False,True,False,False,0,2,0,0,False,False,False,False,False,False,194,320,4,Text-body,CTX194003590,1,PHOTO_L
8716356,0.65,0,0.14,0.86,0,False,True,True,False,0,3,2,0,False,True,False,False,True,False,2450,8472,5,Gallery,CTX194005423,1,PHOTO
8702320,0.5,0,0.32,0.68,0,False,True,True,False,0,3,1,0,True,False,False,False,False,False,1262,1441,6,Figure-text,CTX194005433,1,PHOTO
8933914,0.71,0,0.01,0.99,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,4153,8016,5,Gallery,CTX194005471,1,PHOTO
8716356,0.39,0,0.07,0.93,0,False,True,True,False,0,2,1,0,True,True,False,False,False,False,2790,8588,5,Gallery,CTX194005478,1,DRAW
8977196,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1399,9655,5,Gallery,CTX194005615,1,DRAW
8933914,0.7,0,0,1,0,False,True,True,False,0,1,2,0,True,True,False,False,True,False,1229,9573,5,Gallery,CTX194100694,1,PHOTO_L
8755965,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1589,846,5,Gallery,CTX194101997,1,DRAW
9033134,0.4,0,1,0,0,False,True,False,False,0,29,0,0,True,True,False,False,False,False,740,6471,4,Text-body,CTX194102101,4,TEXT_T
9244688,0.34,0,1,0,0,False,True,False,False,0,24,0,0,True,True,False,False,False,False,6050,2542,4,Text-body,CTX194102101,6,TEXT_T
9056124,0.43,0,1,0,0,False,True,False,False,0,27,0,0,True,True,False,False,False,False,436,11622,4,Text-body,CTX194102101,23,TEXT_T
9082024,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,485,12214,5,Gallery,CTX194102101,47,TEXT_T
9053576,0.42,0,1,0,0,False,True,False,False,0,26,0,0,True,True,False,False,False,False,960,12376,4,Text-body,CTX194102101,58,TEXT_T
9010904,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,227,11706,5,Gallery,CTX194102101,59,TEXT_T
9070880,0.34,0,1,0,0,False,True,False,False,0,20,0,0,True,True,False,False,False,False,484,11459,4,Text-body,CTX194102101,68,TEXT_T
9065784,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1115,14552,5,Gallery,CTX194102101,74,TEXT_T
9061214,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,228,15201,5,Gallery,CTX194102101,85,TEXT_T
9045279,0.61,0,0.05,0.95,0,False,True,True,False,0,1,1,0,True,True,False,False,True,False,432,17248,5,Gallery,CTX194102101,87,DRAW
9053080,0.29,0,1,0,0,False,True,False,False,0,19,0,0,True,True,False,False,False,False,259,13012,4,Text-body,CTX194102101,97,TEXT_T
9048501,0.35,0,1,0,0,False,True,False,False,0,21,0,0,True,True,False,False,False,False,431,15188,4,Text-body,CTX194102101,106,TEXT_T
4626498,0,0,0,0,0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,1326,198,5,Gallery,CTX194102101,133,TEXT_T
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,783,486,2,Form-figure,CTX194103112,1,PHOTO_L
8702320,0.7,0,0,0.99,0,False,True,True,True,0,2,2,1,False,False,False,False,True,False,1070,1574,5,Gallery,CTX194103122,1,PHOTO_L
8702320,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,239,19018,5,Gallery,CTX194103247,1,PHOTO_L
4615898,0,0,0,0,0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,1589,642,5,Gallery,CTX194103736,1,TEXT_HW
